"iso3","year","publicOrderSafetySpendingLcu","publicOrderSafetySpendingPctGdp","publicOrderSafetySpendingPerCapitaPpp","drugTraffickingArrestsCount","drugPossessionArrestsCount","totalArrestsCount","drugTraffickingArrestShare","drugLawArrestShare","estimatedDrugTraffickingEnforcementSpendingPerCapitaPpp","estimatedDrugLawEnforcementSpendingPerCapitaPpp","oecdAccidentalPoisoningDeathsPer100k","wbUnintentionalPoisoningDeathsPer100k","spendingCurrency"
"LTU","2009","494950000","1.834952","312.944402","","","21327","","","","","18.3","5.9","EUR"
"LTU","2010","513590000","1.856566","347.528875","","","21736","","","","","17.3","6.52","EUR"
"LTU","2011","577970000","1.860432","401.06559","","","21600","","","","","14.7","3.71","EUR"
"LTU","2012","587640000","1.767847","411.470866","","","26446","","","","","14.6","4.06","EUR"
"LTU","2013","569500000","1.63302","406.456715","","","30722","","","","","14.3","4.17","EUR"
"LTU","2014","603860000","1.658495","435.765274","","","30652","","","","","14.3","3.44","EUR"
"LTU","2015","605230000","1.616502","435.624606","","","26825","","","","","16.3","3.91","EUR"
"LTU","2016","570060000","1.468444","421.428445","492","1058","21094","0.02332416801","0.0734806106","9.829467855314","30.96681946288","14.4","3.79","EUR"
"LTU","2017","621360000","1.46982","460.127937","623","1782","27738","0.022460162953","0.086704160358","10.334548444408","39.895006434674","13.7","3.73","EUR"
"LTU","2018","623390000","1.356747","495.10325","513","1760","24075","0.021308411215","0.094413291796","10.54986364486","46.74432761163","10.9","3.45","EUR"
"LTU","2019","679570000","1.380139","559.837362","589","1878","23444","0.025123699027","0.105229483023","14.065185387221","58.91139618043","9","1.66","EUR"
"LTU","2020","753420000","1.498908","618.49015","398","1778","24883","0.015994855926","0.087449262549","9.892660840735","54.086507511152","8.3","1.99","EUR"
"LTU","2021","720090000","1.270456","582.802845","556","2118","22066","0.025197135865","0.121181908819","14.68496246805","70.625161222242","8.4","1.17","EUR"
"LTU","2022","828270000","1.227877","625.431393","525","2036","22355","0.023484679043","0.114560501006","14.688055527846","71.649733727265","9.2","","EUR"
"LTU","2023","911100000","1.234673","646.329521","631","2353","","","","","","8.9","","EUR"
"LUX","1995","115750000","0.759542","291.247228","","","","","","","","5.9","","EUR"
"LUX","1996","124980000","0.779315","309.561584","","","","","","","","3.7","","EUR"
"LUX","1997","132900000","0.766029","325.468064","","","","","","","","3","","EUR"
"LUX","1998","134930000","0.744194","329.455323","","","","","","","","4","","EUR"
"LUX","1999","185890000","0.904673","450.931267","","","","","","","","2.8","","EUR"
"LUX","2000","203190000","0.883972","487.387239","","","","","","","","6.2","0.91","EUR"
"LUX","2001","231000000","0.967341","543.025015","","","","","","","","5.1","0.83","EUR"
"LUX","2002","255540000","1.021707","598.471585","","","","","","","","2.6","0.91","EUR"
"LUX","2003","281210000","1.072204","645.382872","","","","","","","","2.7","0.92","EUR"
"LUX","2004","303100000","1.075227","695.518649","","","","","","","","3.4","0.82","EUR"
"LUX","2005","323440000","1.068129","734.743041","","","","","","","","2.5","1.18","EUR"
"LUX","2006","330470000","0.966992","762.58128","","","14800","","","","","3.9","1.32","EUR"
"LUX","2007","333640000","0.886353","754.517782","","","17166","","","","","5.2","1.76","EUR"
"LUX","2008","360270000","0.90046","819.154786","","","18162","","","","","6.5","1.26","EUR"
"LUX","2009","381320000","0.976473","848.736657","","","22457","","","","","6.2","1.21","EUR"
"LUX","2010","421880000","0.994936","898.785832","","","20579","","","","","2.2","0.67","EUR"
"LUX","2011","438590000","0.989521","934.850255","","","23945","","","","","3.4","0.43","EUR"
"LUX","2012","449370000","0.965842","933.355305","","","25952","","","","","1.1","0.36","EUR"
"LUX","2013","482390000","0.982575","991.663576","","","27319","","","","","1.3","0.36","EUR"
"LUX","2014","504670000","0.97443","1026.038222","","","29450","","","","","1.4","0.53","EUR"
"LUX","2015","530990000","0.98073","1057.812661","","","28436","","","","","2.1","0.38","EUR"
"LUX","2016","548010000","0.974967","1105.272826","466","1837","27777","0.016776469741","0.082910321489","18.542576121107","91.638525336717","0.5","0.24","EUR"
"LUX","2017","595340000","1.02347","1176.845494","350","3208","23911","0.014637614487","0.1488018067","17.226210652001","175.116735713772","0.8","0.09","EUR"
"LUX","2018","666440000","1.107165","1291.379994","368","3536","25757","0.014287378188","0.151570446869","18.450434359281","195.735042768024","1.5","0.053","EUR"
"LUX","2019","764270000","1.224497","1486.192984","","","29036","","","","","1.6","0.001","EUR"
"LUX","2020","826800000","1.281876","1564.743683","364","5569","31590","0.011522633745","0.187812598924","18.029968363786","293.878577753688","2.6","0.055","EUR"
"LUX","2021","872860000","1.195052","1634.501837","499","4775","32353","0.015423608321","0.163014249065","25.209916133372","266.447089553921","2.7","0.081","EUR"
"LUX","2022","947780000","1.235195","1814.73816","499","4236","34660","0.014396999423","0.136612810156","26.126784242354","247.916479734564","2.4","","EUR"
"LUX","2023","1075890000","1.310216","1971.982717","","","","","","","","2.4","","EUR"
"LVA","1995","108790000","2.76645","149.140592","","","","","","","","15.2","","EUR"
"LVA","1996","118970000","2.617912","148.916001","","","","","","","","9.9","","EUR"
"LVA","1997","122020000","2.324863","147.993943","","","","","","","","11.4","","EUR"
"LVA","1998","140850000","2.406305","166.572676","","","","","","","","16.3","","EUR"
"LVA","1999","155510000","2.550129","185.045942","","","","","","","","14.6","","EUR"
"LVA","2000","161270000","2.407748","188.981913","","","","","","","","18.1","6.37","EUR"
"LVA","2001","169980000","2.322848","204.590867","","","","","","","","15.8","5.23","EUR"
"LVA","2002","190510000","2.341728","224.075096","","","","","","","","14.3","5.65","EUR"
"LVA","2003","213570000","2.335944","238.108322","","","11853","","","","","14.9","5.04","EUR"
"LVA","2004","254950000","2.398656","271.507377","","","10924","","","","","15.9","4.03","EUR"
"LVA","2005","299960000","2.289313","293.624345","","","10716","","","","","18","5.98","EUR"
"LVA","2006","439590000","2.697731","382.538252","","","16223","","","","","20.1","4.53","EUR"
"LVA","2007","557660000","2.592643","421.188657","","","22050","","","","","15.5","4.77","EUR"
"LVA","2008","529540000","2.267654","395.555693","","","26446","","","","","10.8","3.51","EUR"
"LVA","2009","388180000","2.100258","326.486905","","","23810","","","","","12.7","3.78","EUR"
"LVA","2010","346510000","1.955514","320.184164","","","25614","","","","","8.5","2.3","EUR"
"LVA","2011","372820000","1.950175","344.80055","","","24529","","","","","5.6","1.28","EUR"
"LVA","2012","393350000","1.863836","361.892005","","","24589","","","","","8.4","1.83","EUR"
"LVA","2013","438300000","1.996248","408.702261","","","22133","","","","","6.9","1","EUR"
"LVA","2014","475690000","2.087229","449.874263","","","21961","","","","","7.3","1.44","EUR"
"LVA","2015","486150000","2.047442","461.573639","","","23235","","","","","7.3","0.85","EUR"
"LVA","2016","540350000","2.205675","530.761428","694","1478","14997","0.046275921851","0.144828965793","24.561474363673","76.86962870014","8.1","1.4","EUR"
"LVA","2017","628810000","2.416908","622.691907","641","1252","14325","0.044746945899","0.132146596859","27.863561074136","82.286616401466","9.2","1.27","EUR"
"LVA","2018","641000000","2.276809","678.89433","571","1267","13384","0.042662881052","0.137328153019","28.963588047669","93.231304433652","7.1","1.03","EUR"
"LVA","2019","684150000","2.313897","745.053973","592","1264","13320","0.044444444444","0.139339339339","33.113509911111","103.81532836997","6.2","0.65","EUR"
"LVA","2020","674160000","2.306844","755.293575","608","1115","12704","0.047858942065","0.135626574307","36.147551448363","102.437880173567","6","1.02","EUR"
"LVA","2021","733700000","2.272658","838.883948","642","905","12356","0.051958562642","0.125202330851","43.587204161217","105.030225603432","6.4","0.8","EUR"
"LVA","2022","766000000","2.122546","860.877996","620","734","12274","0.050513280104","0.110314485905","43.485771347564","94.967313555809","10","","EUR"
"LVA","2023","1018010000","2.573057","1095.515242","564","765","","","","","","13.8","","EUR"
"NLD","1995","4642000000","1.40653","330.256766","","","","","","","","0.3","","EUR"
"NLD","1996","4958000000","1.435853","352.704614","","","","","","","","0.5","","EUR"
"NLD","1997","5211000000","1.409674","367.383954","","","","","","","","0.6","","EUR"
"NLD","1998","5639000000","1.428177","396.30235","","","","","","","","0.4","","EUR"
"NLD","1999","6039000000","1.437368","421.382518","","","","","","","","0.6","","EUR"
"NLD","2000","6722000000","1.48654","474.126859","","","","","","","","0.7","0.11","EUR"
"NLD","2001","7581000000","1.569757","522.09259","","","","","","","","0.7","0.11","EUR"
"NLD","2002","8366000000","1.663548","575.062946","","","","","","","","0.8","0.16","EUR"
"NLD","2003","8980000000","1.744025","597.962953","","","513450","","","","","0.7","0.052","EUR"
"NLD","2004","9266000000","1.743128","626.84142","","","508435","","","","","1","0.13","EUR"
"NLD","2005","9503000000","1.718066","649.059261","","","513450","","","","","0.8","0.11","EUR"
"NLD","2006","10316000000","1.756082","723.647198","","","493280","","","","","0.7","0.044","EUR"
"NLD","2007","11226000000","1.802577","796.800403","","","496600","","","","","0.7","0.05","EUR"
"NLD","2008","11829000000","1.816217","848.433657","","","470955","","","","","0.9","0.099","EUR"
"NLD","2009","12514000000","1.985804","892.80094","","","423420","","","","","1","0.12","EUR"
"NLD","2010","12365000000","1.922951","871.121359","","","386430","","","","","0.7","0.091","EUR"
"NLD","2011","12279000000","1.871762","879.805429","","","376685","","","","","0.8","0.12","EUR"
"NLD","2012","12494000000","1.898115","904.515174","","","364070","","","","","0.8","0.13","EUR"
"NLD","2013","12924000000","1.941803","963.562496","","","342535","","","","","0.8","0.06","EUR"
"NLD","2014","12552000000","1.849617","920.208648","","","318375","","","","","0.8","0.097","EUR"
"NLD","2015","13005000000","1.860049","947.819636","","","200400","","","","","1","0.11","EUR"
"NLD","2016","13291000000","1.845524","981.122439","9342","8272","186910","0.04998127441","0.094237868493","49.037749853609","92.458887381874","1.1","0.089","EUR"
"NLD","2017","13151000000","1.751456","981.473344","8656","7746","172550","0.050165169516","0.095056505361","49.235776677276","93.295426185384","1.3","0.12","EUR"
"NLD","2018","14111000000","1.79239","1054.270362","9060","8021","165960","0.054591467824","0.102922390938","57.554166544469","108.508026351663","1.2","0.075","EUR"
"NLD","2019","14925000000","1.798698","1121.402651","9958","9210","167850","0.059326779863","0.114197199881","66.529208213631","128.061042683158","1.2","0.079","EUR"
"NLD","2020","16020000000","1.962122","1228.222241","9551","8465","156200","0.061145966709","0.115339308579","75.100836259866","141.662304057977","1.4","0.068","EUR"
"NLD","2021","16883000000","1.893668","1298.555881","8637","7228","146210","0.059072566856","0.108508309965","76.709029096485","140.904104042576","1.4","0.08","EUR"
"NLD","2022","17909000000","1.802037","1416.947853","7165","8030","158290","0.0452650199","0.095994693284","64.138172763567","136.019474548834","1.5","","EUR"
"NLD","2023","19484000000","1.855384","1516.381073","7115","10005","","","","","","1.5","","EUR"
"NOR","1995","9632000000","1.000064","243.61941","","","","","","","","1.9","","NOK"
"NOR","1996","10383000000","0.984477","264.098683","","","","","","","","1.8","","NOK"
"NOR","1997","10926000000","0.957296","273.882965","","","","","","","","1.5","","NOK"
"NOR","1998","12139000000","1.043154","294.172388","","","","","","","","1.6","","NOK"
"NOR","1999","13952000000","1.101651","336.815793","","","","","","","","1.6","","NOK"
"NOR","2000","14680000000","0.972745","359.861084","","","","","","","","1.5","0.16","NOK"
"NOR","2001","15418000000","0.984102","372.280318","","","","","","","","2.2","0.25","NOK"
"NOR","2002","17657000000","1.12886","429.601499","","","","","","","","2.5","0.18","NOK"
"NOR","2003","17804000000","1.096241","424.023726","","","32690","","","","","7.1","0.091","NOK"
"NOR","2004","18231000000","1.019561","435.018214","","","36121","","","","","8.3","0.26","NOK"
"NOR","2005","17670000000","0.884811","424.416016","","","36169","","","","","6.9","0.24","NOK"
"NOR","2006","18891000000","0.849083","461.540892","","","35992","","","","","7.4","0.13","NOK"
"NOR","2007","19866000000","0.841718","472.870702","","","37017","","","","","7.4","0.28","NOK"
"NOR","2008","21423000000","0.817006","507.138118","","","34938","","","","","7.3","0.23","NOK"
"NOR","2009","23222000000","0.951834","529.672728","","","34304","","","","","7.7","0.33","NOK"
"NOR","2010","24543000000","0.942023","548.380979","","","35888","","","","","7.5","0.32","NOK"
"NOR","2011","25859000000","0.920272","574.802954","","","37048","","","","","6","0.22","NOK"
"NOR","2012","27279000000","0.914457","601.478119","","","36128","","","","","6.3","0.2","NOK"
"NOR","2013","30270000000","0.979505","659.970465","","","82312","","","","","6.3","0.3","NOK"
"NOR","2014","32151000000","1.016865","674.51172","","","81198","","","","","6.6","0.33","NOK"
"NOR","2015","33381000000","1.066423","647.722961","","","80340","","","","","6.2","0.25","NOK"
"NOR","2016","36203000000","1.161829","688.734578","7345","5354","80001","0.091811352358","0.158735515806","63.233653021962","109.326638492294","6.6","0.12","NOK"
"NOR","2017","38183000000","1.149016","742.14462","6618","4910","73814","0.089657788495","0.156176335113","66.539045372964","115.905426875119","","0.21","NOK"
"NOR","2018","41066000000","1.148192","806.648711","6037","4792","70497","0.08563484971","0.153609373449","69.077241135183","123.908803089763","","0.28","NOK"
"NOR","2019","43903000000","1.220566","865.864901","5708","4593","69345","0.08231307232","0.148547119475","71.272000214983","128.621736898133","","0.26","NOK"
"NOR","2020","44230000000","1.277742","857.500427","5599","4098","69886","0.080116189222","0.138754543113","68.699666467862","118.982079967647","","0.31","NOK"
"NOR","2021","45413000000","1.050271","934.57474","4609","2540","64938","0.070975391912","0.110089623949","66.331808442822","102.886981678832","","0.29","NOK"
"NOR","2022","49882000000","0.8701","1091.884425","3767","1483","61549","0.06120326894","0.085297892736","66.826896114884","93.135440563616","","","NOK"
"NOR","2023","52308000000","1.025334","1062.630312","3175","1221","","","","","","","","NOK"
"POL","1995","6993000000","2.018875","155.747734","","","","","","","","7","","PLN"
"POL","1996","10356000000","2.388553","198.495871","","","","","","","","6.4","","PLN"
"POL","1997","13402000000","2.55598","229.197707","","","","","","","","","","PLN"
"POL","1998","15896000000","2.609427","248.436053","","","","","","","","","","PLN"
"POL","1999","11452000000","1.691073","170.471837","","","","","","","","4.1","","PLN"
"POL","2000","13253000000","1.763143","189.030157","","","","","","","","4.3","1.12","PLN"
"POL","2001","15539000000","1.978722","221.12779","","","","","","","","4.5","1.17","PLN"
"POL","2002","16072000000","1.972605","233.581504","","","","","","","","4.3","1.1","PLN"
"POL","2003","18621000000","2.190703","270.089645","","","557224","","","","","4.5","1.2","PLN"
"POL","2004","18957000000","2.022427","271.269275","","","578059","","","","","4.6","1.14","PLN"
"POL","2005","21357000000","2.150121","299.631325","","","594088","","","","","5.4","1.19","PLN"
"POL","2006","23742000000","2.211902","336.317023","","","587959","","","","","5.5","1.17","PLN"
"POL","2007","26900000000","2.261587","380.698329","","","540604","","","","","4.6","0.89","PLN"
"POL","2008","30233000000","2.342882","430.44318","","","516626","","","","","4.3","0.92","PLN"
"POL","2009","32746000000","2.380412","459.423563","","","521699","","","","","4.3","0.93","PLN"
"POL","2010","34872000000","2.418895","507.74813","","","516154","","","","","4","0.88","PLN"
"POL","2011","35819000000","2.290313","522.386071","","","521942","","","","","3.5","0.71","PLN"
"POL","2012","36699000000","2.26224","536.787494","","","500539","","","","","3.7","0.69","PLN"
"POL","2013","36995000000","2.258867","551.929097","","","430101","","","","","3.4","0.63","PLN"
"POL","2014","38444500000","2.247973","572.328108","","","363616","","","","","3.1","0.58","PLN"
"POL","2015","39884100000","2.204072","594.837405","","","319399","","","","","3","0.44","PLN"
"POL","2016","40585300000","2.175036","616.8335","","","312423","","","","","2.7","0.49","PLN"
"POL","2017","42426220000","2.124672","641.019602","","","309015","","","","","3.2","0.51","PLN"
"POL","2018","44700890000","2.081447","673.246324","","","336886","","","","","3.7","0.79","PLN"
"POL","2019","47926170000","2.071203","743.196679","","","338584","","","","","3.6","1.17","PLN"
"POL","2020","54544940000","2.308381","856.162326","","","310684","","","","","4.2","1.54","PLN"
"POL","2021","57495590000","2.160256","886.991954","","","322200","","","","","5","1.22","PLN"
"POL","2022","71396640000","2.302486","1077.04664","","","317079","","","","","4.9","","PLN"
"POL","2023","76966670000","2.253602","1092.39043","","","","","","","","","","PLN"
"PRT","1995","1389890000","1.561173","224.907697","","","","","","","","1.6","","EUR"
"PRT","1996","1497300000","1.586937","236.802697","","","","","","","","1.2","","EUR"
"PRT","1997","1676300000","1.638116","258.650107","","","","","","","","0.9","","EUR"
"PRT","1998","1982300000","1.780188","297.078472","","","","","","","","1","","EUR"
"PRT","1999","2009170000","1.679862","297.640426","","","","","","","","0.8","","EUR"
"PRT","2000","2229220000","1.735957","327.802816","","","","","","","","0.6","0.32","EUR"
"PRT","2001","2365480000","1.742206","340.228087","","","","","","","","0.8","0.37","EUR"
"PRT","2002","2602760000","1.825803","371.672276","","","","","","","","0.7","0.32","EUR"
"PRT","2003","2904060000","1.988158","414.522907","","","283186","","","","","0.7","0.35","EUR"
"PRT","2004","2935000000","1.927771","413.999793","","","277328","","","","","","0.26","EUR"
"PRT","2005","3114470000","1.964312","446.395383","","","253581","","","","","","0.23","EUR"
"PRT","2006","3106670000","1.868556","461.108865","","","262781","","","","","","0.2","EUR"
"PRT","2007","3181100000","1.812764","466.5696","","","252948","","","","","0.2","0.19","EUR"
"PRT","2008","3282830000","1.832931","488.766339","","","238026","","","","","0.3","0.12","EUR"
"PRT","2009","3607680000","2.056637","544.431152","","","240166","","","","","0.3","0.17","EUR"
"PRT","2010","3586980000","1.994314","544.289787","","","208934","","","","","0.4","0.17","EUR"
"PRT","2011","3483000000","1.975408","529.473238","","","206492","","","","","0.2","0.15","EUR"
"PRT","2012","3126880000","1.855288","491.210226","","","205826","","","","","0.2","0.11","EUR"
"PRT","2013","3498520000","2.049806","573.250588","","","194385","","","","","0.4","0.24","EUR"
"PRT","2014","3291430000","1.90051","546.672712","","","180205","","","","","0.7","0.28","EUR"
"PRT","2015","3334580000","1.858816","550.358312","","","183952","","","","","0.6","0.23","EUR"
"PRT","2016","3327510000","1.785329","563.972465","5992","","173696","0.034497052321","","19.455387632876","","0.6","0.19","EUR"
"PRT","2017","3341460000","1.709107","563.506871","6774","","180676","0.037492528061","","21.127297173692","","0.8","0.31","EUR"
"PRT","2018","3508360000","1.711415","597.22898","7005","","174822","0.040069327659","","23.930563687065","","0.9","0.35","EUR"
"PRT","2019","3546440000","1.65343","626.080487","5795","","152788","0.037928371338","","23.746213198451","","0.9","0.32","EUR"
"PRT","2020","3817720000","1.899054","683.027365","3725","","132443","0.028125306736","","19.210354149521","","","0.34","EUR"
"PRT","2021","3800510000","1.755483","678.628626","4358","","138890","0.031377348981","","21.29356722664","","","0.33","EUR"
"PRT","2022","3973630000","1.628823","737.042812","6559","","159491","0.041124577562","","30.310574288882","","1.6","","EUR"
"PRT","2023","4279850000","1.583062","781.286127","7540","","","","","","","","","EUR"
"ROU","1995","102600000","1.34812","73.818878","","","","","","","","8","","RON"
"ROU","1996","180400000","1.584165","91.830506","","","","","","","","8.6","","RON"
"ROU","1997","185800000","0.728625","40.898504","","","","","","","","7.8","","RON"
"ROU","1998","200000000","0.540428","30.153198","","","","","","","","7.2","","RON"
"ROU","1999","901600000","1.635514","92.249542","","","","","","","","6.1","","RON"
"ROU","2000","1820400000","2.250934","131.787943","","","","","","","","5.8","4.27","RON"
"ROU","2001","1869000000","1.59211","103.183912","","","","","","","","5.9","4.44","RON"
"ROU","2002","3025800000","1.987109","139.587273","","","","","","","","5.6","4.2","RON"
"ROU","2003","3662300000","1.908267","139.185407","","","206766","","","","","5.4","4.08","RON"
"ROU","2004","4563900000","1.865189","161.386235","","","185270","","","","","5.2","3.82","RON"
"ROU","2005","5837300000","2.034882","187.807662","","","170563","","","","","4.6","3.51","RON"
"ROU","2006","8279600000","2.415549","263.460795","","","188786","","","","","5.7","3.1","RON"
"ROU","2007","10193800000","2.394647","308.480432","","","228536","","","","","5.1","2.64","RON"
"ROU","2008","11569700000","2.143206","336.681209","","","230419","","","","","5.2","2.73","RON"
"ROU","2009","10837400000","2.041251","318.706075","","","235611","","","","","5","2.59","RON"
"ROU","2010","12685000000","2.347129","384.601015","","","243035","","","","","5.2","2.53","RON"
"ROU","2011","12273200000","2.089998","373.199525","","","212875","","","","","4.4","2.48","RON"
"ROU","2012","12859900000","2.070122","388.482158","","","238434","","","","","3.8","2.22","RON"
"ROU","2013","13978800000","2.213117","408.065715","","","239636","","","","","3.8","2.16","RON"
"ROU","2014","14091200000","2.106607","407.79267","","","209022","","","","","3.7","1.93","RON"
"ROU","2015","16144000000","2.26567","457.70745","","","184526","","","","","3.5","1.95","RON"
"ROU","2016","15532900000","2.065191","460.424281","","","193790","","","","","3.5","1.91","RON"
"ROU","2017","17088400000","2.006574","503.835602","","","189520","","","","","3.3","1.95","RON"
"ROU","2018","20519000000","2.152984","595.916568","","","195809","","","","","3.1","1.75","RON"
"ROU","2019","23452500000","2.212871","696.715846","","","199150","","","","","3.2","1.76","RON"
"ROU","2020","25627800000","2.409419","776.057827","","","170508","","","","","3","1.88","RON"
"ROU","2021","26064200000","2.197627","784.855582","1256","5227","195002","0.00644095958","0.033245812863","5.055223079722","26.093161804012","","1.92","RON"
"ROU","2022","29458800000","2.127607","869.863505","1249","6626","203586","0.00613499946","0.038681441749","5.336612133177","33.647574498615","3","","RON"
"ROU","2023","42534700000","2.673878","1257.752927","1524","9782","","","","","","","","RON"
"SVK","1995","803460000","4.01174","353.507559","","","","","","","","3.5","","EUR"
"SVK","1996","937800000","4.2152","400.425915","","","","","","","","3.3","","EUR"
"SVK","1997","1061880000","4.320369","437.959573","","","","","","","","3.6","","EUR"
"SVK","1998","1102000000","4.112595","438.666616","","","","","","","","2.8","","EUR"
"SVK","1999","1023430000","3.576659","383.619664","","","","","","","","3","","EUR"
"SVK","2000","1165550000","3.684716","418.95193","","","","","","","","3.1","1.07","EUR"
"SVK","2001","1259220000","3.670411","453.932145","","","","","","","","2.9","0.94","EUR"
"SVK","2002","1164230000","3.123584","415.180124","","","","","","","","2.7","0.9","EUR"
"SVK","2003","977340000","2.371556","334.111065","","","","","","","","3.1","0.79","EUR"
"SVK","2004","1031200000","2.241897","340.003503","","","","","","","","2.6","0.94","EUR"
"SVK","2005","1083990000","2.156083","357.268488","","","51619","","","","","3","0.68","EUR"
"SVK","2006","1304350000","2.314768","437.623544","","","53573","","","","","","0.81","EUR"
"SVK","2007","1407470000","2.22769","472.989185","","","53481","","","","","","0.76","EUR"
"SVK","2008","1564640000","2.282259","541.217919","","","52573","","","","","3.2","0.69","EUR"
"SVK","2009","1738920000","2.714724","626.486832","","","54887","","","","","3.2","0.81","EUR"
"SVK","2010","1761210000","2.562628","650.438757","","","52050","","","","","2.3","0.61","EUR"
"SVK","2011","1565540000","2.185607","572.665071","","","53023","","","","","","0.62","EUR"
"SVK","2012","1844500000","2.501777","676.049448","","","53507","","","","","2.7","0.56","EUR"
"SVK","2013","2085750000","2.794313","784.515517","","","53853","","","","","2.6","0.56","EUR"
"SVK","2014","1618310000","2.113717","615.262137","","","51049","","","","","2.7","0.56","EUR"
"SVK","2015","2150060000","2.674992","806.456412","","","46429","","","","","","0.49","EUR"
"SVK","2016","2215980000","2.714944","810.898941","551","782","43426","0.012688251278","0.030695896468","10.288889524501","24.891269938585","2","0.45","EUR"
"SVK","2017","1833010000","2.157488","652.549205","450","802","42911","0.010486821561","0.029176667987","6.843167072546","19.039211499615","2.1","0.32","EUR"
"SVK","2018","2010120000","2.226642","701.610853","658","720","41426","0.015883744508","0.033264133636","11.144207533288","23.338477174576","1.8","0.5","EUR"
"SVK","2019","2360410000","2.496534","848.463922","714","704","40339","0.017699992563","0.035152086071","15.017805109398","29.825276813902","2.4","0.36","EUR"
"SVK","2020","2524000000","2.67598","945.368737","733","610","36324","0.02017949565","0.036972800352","19.077064316182","34.952929572487","2.1","0.68","EUR"
"SVK","2021","2363610000","2.319731","889.526102","787","739","34162","0.023037292899","0.044669515836","20.492273352673","39.7347003001","2.1","0.58","EUR"
"SVK","2022","2633080000","2.394585","995.241062","699","666","34890","0.020034393809","0.039122957868","19.939051371109","38.936774136715","2.2","","EUR"
"SVK","2023","2971230000","2.405101","1105.719536","585","545","","","","","","2.2","","EUR"
"SVN","1995","173100000","1.637913","223.365327","","","","","","","","2.2","","EUR"
"SVN","1996","208230000","1.717127","245.280248","","","","","","","","2.3","","EUR"
"SVN","1997","231870000","1.67871","256.118853","","","","","","","","1.6","","EUR"
"SVN","1998","257650000","1.684973","269.486233","","","","","","","","1.8","","EUR"
"SVN","1999","291470000","1.69959","289.044833","","","","","","","","1.9","","EUR"
"SVN","2000","340090000","1.815564","324.833192","","","","","","","","1.1","0.48","EUR"
"SVN","2001","392250000","1.873427","351.519963","","","","","","","","1.9","0.88","EUR"
"SVN","2002","438000000","1.882039","376.488734","","","","","","","","1.5","0.36","EUR"
"SVN","2003","482690000","1.902126","397.840247","","","19210","","","","","1.3","0.59","EUR"
"SVN","2004","506190000","1.846002","416.970897","","","18888","","","","","1.2","0.65","EUR"
"SVN","2005","518260000","1.792931","424.608653","","","17929","","","","","1.3","0.55","EUR"
"SVN","2006","562150000","1.796325","459.339591","","","18151","","","","","1.4","0.83","EUR"
"SVN","2007","590300000","1.689617","464.10469","","","17808","","","","","1.8","0.32","EUR"
"SVN","2008","646080000","1.711831","504.321387","","","17471","","","","","3.2","0.46","EUR"
"SVN","2009","664030000","1.853261","504.61783","","","19286","","","","","3.4","0.4","EUR"
"SVN","2010","682050000","1.891915","521.779288","","","20134","","","","","3","0.45","EUR"
"SVN","2011","674320000","1.833277","526.43723","","","19177","","","","","3.8","0.55","EUR"
"SVN","2012","627350000","1.74586","502.575693","","","18508","","","","","2.9","0.29","EUR"
"SVN","2013","657810000","1.825158","540.868466","","","18373","","","","","2.6","0.49","EUR"
"SVN","2014","619020000","1.660865","507.759308","","","18270","","","","","1.8","0.44","EUR"
"SVN","2015","607300000","1.577653","494.376547","","","16041","","","","","2.3","0.39","EUR"
"SVN","2016","688100000","1.719684","577.387104","776","","15651","0.04958149639","","28.627716612613","","2.2","0.4","EUR"
"SVN","2017","689940000","1.618609","585.613509","842","","15415","0.05462212131","","31.987452129614","","2.6","0.35","EUR"
"SVN","2018","701760000","1.543604","596.143052","740","","15676","0.047205919878","","28.141481148252","","2.7","0.25","EUR"
"SVN","2019","775540000","1.610459","682.403875","723","","16161","0.044737330611","","30.528927765918","","2","0.19","EUR"
"SVN","2020","822340000","1.759441","734.870411","740","","15595","0.047451106124","","34.87041385957","","2.4","0.19","EUR"
"SVN","2021","908630000","1.746277","801.786814","1700","","14231","0.11945752231","","95.779466221629","","1.5","0.22","EUR"
"SVN","2022","918000000","1.613878","844.818458","1459","","15271","0.095540567088","","80.714434563683","","1.5","","EUR"
"SVN","2023","1051490000","1.64167","920.387673","1544","","","","","","","1.4","","EUR"
"SWE","1995","25605000000","1.344129","310.279938","","","","","","","","1.5","","SEK"
"SWE","1996","26816000000","1.369691","328.065173","","","","","","","","1.5","","SEK"
"SWE","1997","26090000000","1.273889","316.138994","","","","","","","","1.2","","SEK"
"SWE","1998","27678000000","1.28524","332.839571","","","","","","","","1.5","","SEK"
"SWE","1999","29269000000","1.291358","355.077589","","","","","","","","1.7","","SEK"
"SWE","2000","29487000000","1.224149","362.79177","","","","","","","","2.5","0.18","SEK"
"SWE","2001","31921000000","1.274401","381.6326","","","","","","","","3.5","0.18","SEK"
"SWE","2002","34147000000","1.311617","406.434374","","","","","","","","2.9","0.13","SEK"
"SWE","2003","35715000000","1.322087","420.258908","","","98821","","","","","3","0.23","SEK"
"SWE","2004","35618000000","1.260374","426.067716","","","104157","","","","","2.9","0.21","SEK"
"SWE","2005","36782000000","1.256591","429.733678","","","106659","","","","","3.3","0.18","SEK"
"SWE","2006","39492000000","1.266785","477.219008","","","109702","","","","","3.4","0.26","SEK"
"SWE","2007","41713000000","1.259399","513.996126","","","112304","","","","","3.9","0.29","SEK"
